airport,weather_hour,precipitation,visibility,wind_speed,wind_gust,temperature,humidity,rain_flag,snow_flag,fog_flag,thunder_flag
MDW,2025-01-01 00:00:00,0.0,16.093,7.2,,1.1,76.0,0,0,0,0
MDW,2025-01-01 01:00:00,0.0,16.093,6.2,,0.6,72.0,0,0,0,0
MDW,2025-01-01 02:00:00,0.0,16.093,7.2,10.3,0.6,70.0,0,0,0,0
MDW,2025-01-01 03:00:00,0.0,16.0465,7.2,10.8,0.0,69.5,0,0,0,0
MDW,2025-01-01 04:00:00,0.0,16.093,7.2,11.3,0.0,64.0,0,0,0,0
MDW,2025-01-01 05:00:00,0.0,16.093,7.2,10.3,0.0,66.0,0,0,0,0
MDW,2025-01-01 06:00:00,0.0,16.093,6.7,11.8,-0.6,64.0,0,0,0,0
MDW,2025-01-01 07:00:00,0.0,16.093,6.95,13.4,-0.8500000000000001,61.0,0,0,0,0
MDW,2025-01-01 08:00:00,,16.093,5.7,10.3,-0.6,64.0,0,1,0,0
MDW,2025-01-01 09:00:00,,16.062,7.033333333333334,12.9,-0.6,63.0,0,1,0,0
MDW,2025-01-01 10:00:00,,16.093,7.449999999999999,11.3,-0.3,61.5,0,0,0,0
MDW,2025-01-01 11:00:00,0.0,16.093,7.2,12.4,-0.7333333333333334,62.0,0,0,0,0
MDW,2025-01-01 12:00:00,0.0,16.093,7.2,,-1.1,61.0,0,0,0,0
MDW,2025-01-01 13:00:00,0.0,16.093,7.7,11.3,-1.1,61.0,0,0,0,0
MDW,2025-01-01 14:00:00,0.0,16.093,6.2,,-1.1,61.0,0,0,0,0
MDW,2025-01-01 15:00:00,0.0,16.0465,6.2,10.8,-1.1,61.0,0,0,0,0
MDW,2025-01-01 16:00:00,0.0,16.093,5.1,13.9,-1.7,58.0,0,0,0,0
MDW,2025-01-01 17:00:00,0.0,16.093,4.85,,-1.85,58.5,0,0,0,0
MDW,2025-01-01 18:00:00,0.0,16.093,3.1,,-2.2,60.0,0,0,0,0
MDW,2025-01-01 19:00:00,0.0,16.093,4.1,,-1.7,61.0,0,0,0,0
MDW,2025-01-01 20:00:00,0.0,16.093,6.7,12.9,-1.7,54.0,0,0,0,0
MDW,2025-01-01 21:00:00,0.0,16.0465,6.45,11.8,-2.5,57.0,0,0,0,0
MDW,2025-01-01 22:00:00,,15.288499999999999,6.7,11.3,-3.3499999999999996,59.0,0,1,0,0
MDW,2025-01-01 23:00:00,,14.484,5.7,,-3.9,60.0,0,0,0,0
MDW,2025-01-02 00:00:00,0.0,16.093,5.7,,-3.9,60.0,0,0,0,0
MDW,2025-01-02 01:00:00,0.0,16.093,5.7,10.8,-3.9,60.0,0,0,0,0
MDW,2025-01-02 02:00:00,0.0,16.093,5.7,,-3.3,60.0,0,0,0,0
MDW,2025-01-02 03:00:00,0.0,16.062,4.8,8.8,-3.2999999999999994,59.0,0,0,0,0
MDW,2025-01-02 04:00:00,0.0,16.093,3.6,,-2.8,61.0,0,0,0,0
MDW,2025-01-02 05:00:00,0.0,16.093,4.1,,-2.8,61.0,0,0,0,0
MDW,2025-01-02 06:00:00,0.0,16.093,4.1,,-3.3,63.0,0,0,0,0
MDW,2025-01-02 07:00:00,0.0,16.093,3.6,,-3.3,63.0,0,0,0,0
MDW,2025-01-02 08:00:00,0.0,16.093,4.6,,-2.2,58.0,0,0,0,0
MDW,2025-01-02 09:00:00,0.0,16.0465,4.6,,-1.9500000000000002,56.0,0,0,0,0
MDW,2025-01-02 10:00:00,0.0,16.093,5.1,,-0.6,49.0,0,0,0,0
MDW,2025-01-02 11:00:00,0.0,16.093,4.1,,0.0,45.0,0,0,0,0
MDW,2025-01-02 12:00:00,0.0,16.093,4.6,,0.6,43.0,0,0,0,0
MDW,2025-01-02 13:00:00,0.0,16.093,4.6,,0.6,43.0,0,0,0,0
MDW,2025-01-02 14:00:00,0.0,16.093,5.1,,0.6,45.0,0,0,0,0
MDW,2025-01-02 15:00:00,0.0,16.0465,4.1,,0.6,45.0,0,0,0,0
MDW,2025-01-02 16:00:00,,16.093,5.1,,-1.1,66.0,0,1,0,0
MDW,2025-01-02 17:00:00,,9.656,3.6,,-1.7,78.0,0,1,0,0
MDW,2025-01-02 18:00:00,,4.828,3.1,,-1.7,78.0,0,1,0,0
MDW,2025-01-02 19:00:00,,12.875,3.6,,-1.7,78.0,0,1,0,0
MDW,2025-01-02 20:00:00,,16.093,4.6,,-1.7,76.5,0,0,0,0
MDW,2025-01-02 21:00:00,0.0,16.062,5.133333333333333,,-1.8666666666666665,74.0,0,0,0,0
MDW,2025-01-02 22:00:00,0.0,16.093,4.6,,-2.8,75.0,0,0,0,0
MDW,2025-01-02 23:00:00,0.0,16.093,4.6,,-2.8,69.0,0,0,0,0
MDW,2025-01-03 00:00:00,0.0,16.093,3.6,,-3.3,69.0,0,0,0,0
MDW,2025-01-03 01:00:00,0.0,16.093,4.1,,-3.9,69.0,0,0,0,0
MDW,2025-01-03 02:00:00,0.0,16.093,3.6,,-3.9,69.0,0,0,0,0
MDW,2025-01-03 03:00:00,0.0,16.0465,4.35,,-3.9,69.0,0,0,0,0
MDW,2025-01-03 04:00:00,,16.093,5.15,,-3.9,69.0,0,1,0,0
MDW,2025-01-03 05:00:00,,10.4605,5.65,8.8,-3.9,72.0,0,1,0,0
MDW,2025-01-03 06:00:00,,16.093,5.4,9.3,-4.15,70.0,0,1,0,0
MDW,2025-01-03 07:00:00,0.0,16.093,5.7,,-5.0,63.0,0,0,0,0
MDW,2025-01-03 08:00:00,0.0,16.093,5.7,,-5.0,57.0,0,0,0,0
MDW,2025-01-03 09:00:00,0.0,16.0465,6.7,,-5.0,56.0,0,0,0,0
MDW,2025-01-03 10:00:00,0.0,16.093,6.7,9.8,-4.4,52.0,0,0,0,0
MDW,2025-01-03 11:00:00,0.0,16.093,8.2,11.8,-3.3,48.0,0,0,0,0
MDW,2025-01-03 12:00:00,0.0,16.093,6.7,9.8,-3.3,51.0,0,0,0,0
MDW,2025-01-03 13:00:00,0.0,16.093,6.7,11.8,-3.9,50.0,0,0,0,0
MDW,2025-01-03 14:00:00,0.0,16.093,6.2,12.4,-3.9,48.0,0,0,0,0
MDW,2025-01-03 15:00:00,0.0,16.0465,6.45,,-3.9,48.0,0,0,0,0
MDW,2025-01-03 16:00:00,0.0,16.093,5.7,10.8,-4.4,48.0,0,0,0,0
MDW,2025-01-03 17:00:00,0.0,16.093,5.1,,-4.4,50.0,0,0,0,0
MDW,2025-01-03 18:00:00,0.0,16.093,6.7,,-5.0,53.0,0,0,0,0
MDW,2025-01-03 19:00:00,0.0,16.093,5.1,,-5.6,50.0,0,0,0,0
MDW,2025-01-03 20:00:00,0.0,16.093,4.6,,-5.6,48.0,0,0,0,0
MDW,2025-01-03 21:00:00,0.0,16.0465,5.15,,-5.85,50.0,0,0,0,0
MDW,2025-01-03 22:00:00,0.0,16.093,4.1,,-6.7,52.0,0,0,0,0
MDW,2025-01-03 23:00:00,0.0,16.093,4.1,,-7.2,51.0,0,0,0,0
MDW,2025-01-04 00:00:00,0.0,16.093,4.1,,-7.8,54.0,0,0,0,0
MDW,2025-01-04 01:00:00,0.0,16.093,5.1,,-8.3,56.0,0,0,0,0
MDW,2025-01-04 02:00:00,0.0,16.093,5.7,8.2,-8.3,56.0,0,0,0,0
MDW,2025-01-04 03:00:00,0.0,16.0465,4.9,,-8.600000000000001,57.5,0,0,0,0
MDW,2025-01-04 04:00:00,0.0,16.093,5.1,,-9.4,59.0,0,0,0,0
MDW,2025-01-04 05:00:00,0.0,16.093,3.6,,-10.0,61.0,0,0,0,0
MDW,2025-01-04 06:00:00,0.0,16.093,4.6,,-10.0,61.0,0,0,0,0
MDW,2025-01-04 07:00:00,0.0,16.093,4.1,,-10.0,61.0,0,0,0,0
MDW,2025-01-04 08:00:00,0.0,16.093,5.1,,-9.4,59.0,0,0,0,0
MDW,2025-01-04 09:00:00,0.0,16.0465,5.4,,-8.6,54.0,0,0,0,0
MDW,2025-01-04 10:00:00,0.0,16.093,4.6,,-6.7,43.0,0,0,0,0
MDW,2025-01-04 11:00:00,0.0,16.093,5.1,,-5.0,38.0,0,0,0,0
MDW,2025-01-04 12:00:00,0.0,16.093,5.1,,-4.4,35.0,0,0,0,0
MDW,2025-01-04 13:00:00,0.0,16.093,4.6,,-3.9,33.0,0,0,0,0
MDW,2025-01-04 14:00:00,0.0,16.093,3.1,,-3.9,33.0,0,0,0,0
MDW,2025-01-04 15:00:00,0.0,16.0465,3.8499999999999996,,-4.15,34.5,0,0,0,0
MDW,2025-01-04 16:00:00,0.0,16.093,3.1,,-5.0,36.0,0,0,0,0
MDW,2025-01-04 17:00:00,0.0,16.093,4.1,,-5.6,36.0,0,0,0,0
MDW,2025-01-04 18:00:00,0.0,16.093,2.6,,-5.6,38.0,0,0,0,0
MDW,2025-01-04 19:00:00,0.0,16.093,3.6,,-5.6,40.0,0,0,0,0
MDW,2025-01-04 20:00:00,0.0,16.093,4.1,,-6.1,41.0,0,0,0,0
MDW,2025-01-04 21:00:00,0.0,16.0465,3.3499999999999996,,-6.4,41.0,0,0,0,0
MDW,2025-01-04 22:00:00,0.0,16.093,3.6,,-6.7,41.0,0,0,0,0
MDW,2025-01-04 23:00:00,0.0,16.093,4.6,,-7.2,41.0,0,0,0,0
MDW,2025-01-05 00:00:00,0.0,16.093,4.6,,-7.2,41.0,0,0,0,0
MDW,2025-01-05 01:00:00,0.0,16.093,4.1,,-7.8,43.0,0,0,0,0
MDW,2025-01-05 02:00:00,0.0,16.093,4.1,,-7.8,43.0,0,0,0,0
MDW,2025-01-05 03:00:00,0.0,16.0465,4.1,,-7.8,44.0,0,0,0,0
MDW,2025-01-05 04:00:00,0.0,16.093,2.6,,-8.3,47.0,0,0,0,0
MDW,2025-01-05 05:00:00,0.0,16.093,4.1,,-7.8,41.0,0,0,0,0
MDW,2025-01-05 06:00:00,0.0,16.093,2.1,,-7.8,43.0,0,0,0,0
MDW,2025-01-05 07:00:00,0.0,16.093,1.5,,-7.8,41.0,0,0,0,0
MDW,2025-01-05 08:00:00,0.0,16.093,1.5,,-7.8,39.0,0,0,0,0
MDW,2025-01-05 09:00:00,0.0,16.0465,1.8,,-7.5,38.0,0,0,0,0
MDW,2025-01-05 10:00:00,0.0,16.093,0.0,,-6.7,36.0,0,0,0,0
MDW,2025-01-05 11:00:00,0.0,16.093,2.6,,-6.1,34.0,0,0,0,0
MDW,2025-01-05 12:00:00,0.0,16.093,3.1,,-5.6,36.0,0,0,0,0
MDW,2025-01-05 13:00:00,0.0,16.093,4.1,,-5.6,55.0,0,0,0,0
MDW,2025-01-05 14:00:00,0.0,16.093,5.7,,-5.6,60.0,0,0,0,0
MDW,2025-01-05 15:00:00,0.0,16.062,4.8,,-5.599999999999999,64.66666666666667,0,0,0,0
MDW,2025-01-05 16:00:00,0.0,16.093,5.7,8.8,-3.9,69.0,0,0,0,0
MDW,2025-01-05 17:00:00,0.0,16.093,5.7,,-3.3,69.0,0,0,0,0
MDW,2025-01-05 18:00:00,,16.093,6.7,,-2.5,70.5,0,1,0,0
MDW,2025-01-05 19:00:00,,16.093,5.1,9.8,-1.7,73.5,0,1,0,0
MDW,2025-01-05 20:00:00,0.3,2.012,6.2,,-1.7,78.0,0,1,0,0
MDW,2025-01-05 21:00:00,0.2,7.742,6.05,9.3,-1.675,79.25,0,1,0,0
MDW,2025-01-05 22:00:00,,11.6675,6.575,,-5.15,83.0,0,1,0,0
MDW,2025-01-05 23:00:00,,14.484,5.4,,-5.3,85.0,0,1,0,0
MDW,2025-01-06 00:00:00,,16.093,8.8,12.9,-2.2,78.0,0,1,0,0
MDW,2025-01-06 01:00:00,,14.484,9.05,13.4,-2.1,74.5,0,1,0,0
MDW,2025-01-06 02:00:00,,14.484,7.949999999999999,14.9,-1.9500000000000002,72.0,0,1,0,0
MDW,2025-01-06 03:00:00,,14.859,6.866666666666667,,-3.1999999999999997,75.66666666666667,0,1,0,0
MDW,2025-01-06 04:00:00,,14.484,7.533333333333334,10.8,-4.1000000000000005,81.66666666666667,0,1,0,0
MDW,2025-01-06 05:00:00,,14.484,7.2,,-3.9,85.0,0,1,0,0
MDW,2025-01-06 06:00:00,,16.093,6.45,,-3.3,82.5,0,1,0,0
MDW,2025-01-06 07:00:00,,16.093,6.7,,-3.15,82.0,0,1,0,0
MDW,2025-01-06 08:00:00,,16.093,6.45,13.9,-2.5,83.0,0,1,0,0
MDW,2025-01-06 09:00:00,,16.062,7.566666666666666,13.4,-1.3,76.33333333333333,0,1,0,0
MDW,2025-01-06 10:00:00,,16.093,7.7,,-0.6,72.0,0,1,0,0
MDW,2025-01-06 11:00:00,,16.093,9.3,13.4,0.0,69.0,0,1,0,0
MDW,2025-01-06 12:00:00,,16.093,9.8,14.4,0.0,69.0,0,1,0,0
MDW,2025-01-06 13:00:00,,11.265,6.2,,-0.6,79.0,0,1,0,0
MDW,2025-01-06 14:00:00,,9.656,6.95,9.8,-1.1,85.0,0,1,0,0
MDW,2025-01-06 15:00:00,,5.6185,5.9,9.3,-1.1,82.0,0,1,0,0
MDW,2025-01-06 16:00:00,,8.1475,6.05,11.3,-1.0750000000000002,77.0,0,1,0,0
MDW,2025-01-06 17:00:00,,16.093,8.4,11.3,-1.7,73.0,0,1,0,0
MDW,2025-01-06 18:00:00,0.0,16.093,6.2,11.3,-2.2,69.0,0,0,0,0
MDW,2025-01-06 19:00:00,0.0,16.093,8.2,12.4,-2.8,69.0,0,0,0,0
MDW,2025-01-06 20:00:00,,15.020333333333333,6.7,9.8,-2.7999999999999994,69.0,0,1,0,0
MDW,2025-01-06 21:00:00,,15.395333333333333,6.366666666666667,,-2.7999999999999994,65.0,0,1,0,0
MDW,2025-01-06 22:00:00,0.0,16.093,6.45,10.8,-3.3,61.5,0,0,0,0
MDW,2025-01-06 23:00:00,0.0,16.093,6.2,,-3.9,60.0,0,0,0,0
MDW,2025-01-07 00:00:00,0.0,16.093,5.1,,-4.4,62.0,0,0,0,0
MDW,2025-01-07 01:00:00,0.0,16.093,5.1,,-5.0,63.0,0,0,0,0
MDW,2025-01-07 02:00:00,0.0,16.093,4.1,,-6.1,65.0,0,0,0,0
MDW,2025-01-07 03:00:00,0.0,16.0465,3.8499999999999996,,-6.65,68.0,0,0,0,0
MDW,2025-01-07 04:00:00,0.0,16.093,3.6,,-7.8,71.0,0,0,0,0
MDW,2025-01-07 05:00:00,0.0,16.093,2.6,,-8.3,74.0,0,0,0,0
MDW,2025-01-07 06:00:00,0.0,16.093,2.6,,-8.3,74.0,0,0,0,0
MDW,2025-01-07 07:00:00,0.0,16.093,2.6,,-7.8,74.0,0,0,0,0
MDW,2025-01-07 08:00:00,0.0,16.093,3.1,,-6.7,71.0,0,0,0,0
MDW,2025-01-07 09:00:00,0.0,16.0465,3.5999999999999996,,-5.85,67.0,0,0,0,0
MDW,2025-01-07 10:00:00,0.0,16.093,4.6,,-3.9,58.0,0,0,0,0
MDW,2025-01-07 11:00:00,0.0,16.093,5.1,,-2.8,53.0,0,0,0,0
MDW,2025-01-07 12:00:00,0.0,16.093,4.1,,-2.8,53.0,0,0,0,0
MDW,2025-01-07 13:00:00,0.0,16.093,3.1,,-2.8,55.0,0,0,0,0
MDW,2025-01-07 14:00:00,0.0,16.093,2.6,,-2.8,53.0,0,0,0,0
MDW,2025-01-07 15:00:00,0.0,16.0465,2.05,,-3.05,54.0,0,0,0,0
MDW,2025-01-07 16:00:00,0.0,16.093,2.6,,-3.9,55.0,0,0,0,0
MDW,2025-01-07 17:00:00,0.0,16.093,3.1,,-4.4,57.0,0,0,0,0
MDW,2025-01-07 18:00:00,0.0,16.093,2.6,,-3.9,55.0,0,0,0,0
MDW,2025-01-07 19:00:00,0.0,16.093,2.6,,-5.6,60.0,0,0,0,0
MDW,2025-01-07 20:00:00,0.0,16.093,2.6,,-5.6,60.0,0,0,0,0
MDW,2025-01-07 21:00:00,0.0,16.0465,2.35,,-5.85,62.5,0,0,0,0
MDW,2025-01-07 22:00:00,0.0,16.093,2.6,,-6.7,62.0,0,0,0,0
MDW,2025-01-07 23:00:00,0.0,16.093,2.1,,-7.2,68.0,0,0,0,0
MDW,2025-01-08 00:00:00,0.0,16.093,2.1,,-7.2,65.0,0,0,0,0
MDW,2025-01-08 01:00:00,0.0,16.093,2.1,,-7.2,68.0,0,0,0,0
MDW,2025-01-08 02:00:00,0.0,16.093,2.1,,-7.2,65.0,0,0,0,0
MDW,2025-01-08 03:00:00,0.0,16.0465,2.35,,-7.75,66.5,0,0,0,0
MDW,2025-01-08 04:00:00,0.0,16.093,2.1,,-8.3,68.0,0,0,0,0
MDW,2025-01-08 05:00:00,0.0,16.093,2.6,,-8.9,71.0,0,0,0,0
MDW,2025-01-08 06:00:00,0.0,16.093,2.6,,-9.4,70.0,0,0,0,0
MDW,2025-01-08 07:00:00,0.0,16.093,2.6,,-8.9,71.0,0,0,0,0
MDW,2025-01-08 08:00:00,0.0,16.093,3.1,,-7.2,68.0,0,0,0,0
MDW,2025-01-08 09:00:00,0.0,16.0465,3.35,,-6.4,64.0,0,0,0,0
MDW,2025-01-08 10:00:00,0.0,16.093,4.1,,-3.9,48.0,0,0,0,0
MDW,2025-01-08 11:00:00,0.0,16.093,4.1,,-2.8,45.0,0,0,0,0
MDW,2025-01-08 12:00:00,0.0,16.093,4.1,,-2.8,46.0,0,0,0,0
MDW,2025-01-08 13:00:00,0.0,16.093,4.1,,-2.8,45.0,0,0,0,0
MDW,2025-01-08 14:00:00,0.0,16.093,5.1,,-3.3,42.0,0,0,0,0
MDW,2025-01-08 15:00:00,0.0,16.0465,4.85,,-3.5999999999999996,43.0,0,0,0,0
MDW,2025-01-08 16:00:00,0.0,16.093,4.6,,-3.9,42.0,0,0,0,0
MDW,2025-01-08 17:00:00,0.0,16.093,4.1,,-3.9,42.0,0,0,0,0
MDW,2025-01-08 18:00:00,0.0,16.093,3.1,,-4.4,44.0,0,0,0,0
MDW,2025-01-08 19:00:00,0.0,16.093,2.1,,-5.6,48.0,0,0,0,0
MDW,2025-01-08 20:00:00,0.0,16.093,2.1,,-6.7,55.0,0,0,0,0
MDW,2025-01-08 21:00:00,0.0,16.0465,1.8,,-6.7,55.0,0,0,0,0
MDW,2025-01-08 22:00:00,0.0,16.093,1.5,,-7.2,57.0,0,0,0,0
MDW,2025-01-08 23:00:00,0.0,16.093,2.1,,-8.3,59.0,0,0,0,0
MDW,2025-01-09 00:00:00,0.0,16.093,3.1,,-7.8,57.0,0,0,0,0
MDW,2025-01-09 01:00:00,0.0,16.093,1.5,,-8.3,56.0,0,0,0,0
MDW,2025-01-09 02:00:00,0.0,16.093,0.0,,-7.8,57.0,0,0,0,0
MDW,2025-01-09 03:00:00,0.0,16.0465,0.75,,-8.05,58.0,0,0,0,0
MDW,2025-01-09 04:00:00,0.0,16.093,2.1,,-8.9,62.0,0,0,0,0
MDW,2025-01-09 05:00:00,0.0,16.093,1.5,,-8.9,62.0,0,0,0,0
MDW,2025-01-09 06:00:00,0.0,16.093,2.1,,-9.4,64.0,0,0,0,0
MDW,2025-01-09 07:00:00,0.0,16.093,2.6,,-8.9,65.0,0,0,0,0
MDW,2025-01-09 08:00:00,0.0,16.093,3.6,,-7.8,62.0,0,0,0,0
MDW,2025-01-09 09:00:00,0.0,16.0465,4.1,,-6.699999999999999,57.0,0,0,0,0
MDW,2025-01-09 10:00:00,0.0,16.093,6.2,,-3.3,35.0,0,0,0,0
MDW,2025-01-09 11:00:00,0.0,16.093,5.1,10.3,-2.8,39.0,0,0,0,0
MDW,2025-01-09 12:00:00,0.0,16.093,5.1,8.8,-2.2,41.0,0,0,0,0
MDW,2025-01-09 13:00:00,0.0,16.093,6.2,10.3,-2.2,49.0,0,0,0,0
MDW,2025-01-09 14:00:00,0.0,16.093,5.7,13.9,-2.2,53.0,0,0,0,0
MDW,2025-01-09 15:00:00,0.0,16.0465,4.65,10.3,-2.75,56.5,0,0,0,0
MDW,2025-01-09 16:00:00,0.0,16.093,4.6,10.3,-3.3,63.0,0,0,0,0
MDW,2025-01-09 17:00:00,0.0,16.093,6.2,10.3,-4.4,65.0,0,0,0,0
MDW,2025-01-09 18:00:00,0.0,16.093,5.1,,-5.0,65.0,0,0,0,0
MDW,2025-01-09 19:00:00,0.0,16.093,6.2,10.8,-5.0,63.0,0,0,0,0
MDW,2025-01-09 20:00:00,0.0,16.093,6.2,,-5.6,66.0,0,0,0,0
MDW,2025-01-09 21:00:00,0.0,16.0465,5.95,,-5.6,64.5,0,0,0,0
MDW,2025-01-09 22:00:00,0.0,16.093,6.2,,-5.6,63.0,0,0,0,0
MDW,2025-01-09 23:00:00,0.0,16.093,6.2,10.3,-6.1,68.0,0,0,0,0
MDW,2025-01-10 00:00:00,0.0,16.093,4.1,,-6.1,71.0,0,0,0,0
MDW,2025-01-10 01:00:00,0.0,14.484,4.6,,-5.6,71.0,0,0,0,0
MDW,2025-01-10 02:00:00,0.0,14.484,4.1,,-5.0,72.0,0,0,0,0
MDW,2025-01-10 03:00:00,0.0,13.4375,3.8499999999999996,,-4.7,71.5,0,0,0,0
MDW,2025-01-10 04:00:00,,9.656,3.8499999999999996,,-4.15,75.0,0,1,0,0
MDW,2025-01-10 05:00:00,,4.023,4.85,,-3.9,81.0,0,1,0,0
MDW,2025-01-10 06:00:00,,2.6823333333333337,4.1000000000000005,,-3.6999999999999997,82.33333333333333,0,1,0,0
MDW,2025-01-10 07:00:00,,2.012,3.6,,-3.3,84.0,0,1,0,0
MDW,2025-01-10 08:00:00,0.3,1.4749999999999999,5.1,,-3.2999999999999994,84.0,0,1,0,0
MDW,2025-01-10 09:00:00,,2.208,5.1,,-3.3,84.0,0,1,0,0
MDW,2025-01-10 10:00:00,,2.950333333333333,4.8,,-2.6666666666666665,79.66666666666667,0,1,0,0
MDW,2025-01-10 11:00:00,,2.414,3.5999999999999996,,-1.85,85.5,0,1,0,0
MDW,2025-01-10 12:00:00,0.3,2.012,4.6,,-1.7,82.0,0,1,0,0
MDW,2025-01-10 13:00:00,,1.609,4.6,,-1.1,82.0,0,1,0,0
MDW,2025-01-10 14:00:00,0.3,1.207,2.85,,-1.1,83.5,0,1,1,0
MDW,2025-01-10 15:00:00,0.3,2.0092499999999998,2.85,,-1.1,84.25,0,1,0,0
MDW,2025-01-10 16:00:00,0.2,3.219,2.6,,-1.1,85.0,0,1,0,0
MDW,2025-01-10 17:00:00,,8.047,3.1,,-1.7,85.0,0,1,0,0
MDW,2025-01-10 18:00:00,,8.851,3.266666666666667,,-1.7,80.66666666666667,0,1,0,0
MDW,2025-01-10 19:00:00,,6.437,2.85,,-1.85,79.0,0,1,0,0
MDW,2025-01-10 20:00:00,,14.484,4.1,,-1.7,78.0,0,1,0,0
MDW,2025-01-10 21:00:00,,9.414,3.5999999999999996,,-1.9500000000000002,79.5,0,1,0,0
MDW,2025-01-10 22:00:00,,6.437666666666668,3.266666666666667,,-1.7,78.0,0,1,0,0
MDW,2025-01-10 23:00:00,,9.656,3.1,,-1.7,78.0,0,1,0,0
MDW,2025-01-11 00:00:00,,12.875,3.6,,-1.7,75.0,0,1,0,0
MDW,2025-01-11 01:00:00,,12.875,3.6,,-1.7,75.0,0,1,0,0
MDW,2025-01-11 02:00:00,,12.875,3.1,,-1.7,75.0,0,1,0,0
MDW,2025-01-11 03:00:00,,12.4375,3.35,,-1.7,76.5,0,1,0,0
MDW,2025-01-11 04:00:00,,12.875,3.8499999999999996,,-1.7,78.0,0,0,0,0
MDW,2025-01-11 05:00:00,0.0,14.484,3.6,,-1.7,78.0,0,0,0,0
MDW,2025-01-11 06:00:00,0.0,16.093,3.1,,-2.2,78.0,0,0,0,0
MDW,2025-01-11 07:00:00,0.0,16.093,3.6,,-2.8,81.0,0,0,0,0
MDW,2025-01-11 08:00:00,0.0,16.093,3.1,,-2.2,78.0,0,0,0,0
MDW,2025-01-11 09:00:00,0.0,16.0465,3.5999999999999996,,-1.6500000000000001,75.0,0,0,0,0
MDW,2025-01-11 10:00:00,0.0,16.093,3.1,,0.0,69.0,0,0,0,0
MDW,2025-01-11 11:00:00,0.0,16.093,4.1,,0.0,69.0,0,0,0,0
MDW,2025-01-11 12:00:00,0.0,16.093,4.6,,0.6,64.0,0,0,0,0
MDW,2025-01-11 13:00:00,0.0,16.093,4.1,,0.6,64.0,0,0,0,0
MDW,2025-01-11 14:00:00,0.0,16.093,4.1,,0.0,66.0,0,0,0,0
MDW,2025-01-11 15:00:00,0.0,16.0465,4.1,,-0.3,65.0,0,0,0,0
MDW,2025-01-11 16:00:00,0.0,16.093,3.6,,-0.6,64.0,0,0,0,0
MDW,2025-01-11 17:00:00,0.0,16.093,5.1,,-1.1,64.0,0,0,0,0
MDW,2025-01-11 18:00:00,0.0,16.093,3.1,,-1.7,63.0,0,0,0,0
MDW,2025-01-11 19:00:00,0.0,16.093,3.6,,-2.2,66.0,0,0,0,0
MDW,2025-01-11 20:00:00,0.0,16.093,5.7,,-2.2,69.0,0,0,0,0
MDW,2025-01-11 21:00:00,0.0,16.0465,4.9,,-1.9500000000000002,69.0,0,0,0,0
MDW,2025-01-11 22:00:00,,16.093,4.6,,-1.7,69.0,0,1,0,0
MDW,2025-01-11 23:00:00,,14.484,7.2,,-1.7,69.0,0,0,0,0
MDW,2025-01-12 00:00:00,0.0,16.093,5.7,,-1.1,69.0,0,0,0,0
MDW,2025-01-12 01:00:00,0.0,16.093,5.1,9.8,-1.1,72.0,0,0,0,0
MDW,2025-01-12 02:00:00,0.0,16.093,5.1,,-1.1,72.0,0,0,0,0
MDW,2025-01-12 03:00:00,0.0,16.0465,5.9,,-1.1,72.0,0,0,0,0
MDW,2025-01-12 04:00:00,,16.093,5.7,,-1.1,75.0,0,1,0,0
MDW,2025-01-12 05:00:00,,9.656,4.85,9.8,-1.1,77.0,0,1,0,0
MDW,2025-01-12 06:00:00,,4.023,4.6,10.8,-1.1,80.5,0,1,0,0
MDW,2025-01-12 07:00:00,0.3,2.213,4.6,10.8,-1.05,85.5,0,1,0,0
MDW,2025-01-12 08:00:00,,2.615,4.6,9.3,-0.6,85.0,0,1,0,0
MDW,2025-01-12 09:00:00,0.3,2.2045,5.4,,-0.3,85.0,0,1,0,0
MDW,2025-01-12 10:00:00,,5.901,5.833333333333333,11.3,0.39999999999999997,84.0,0,1,0,0
MDW,2025-01-12 11:00:00,,6.705333333333333,5.5,9.8,0.7666666666666666,84.0,0,1,0,0
MDW,2025-01-12 12:00:00,,8.851500000000001,6.45,,1.1,83.5,1,0,0,0
MDW,2025-01-12 13:00:00,,11.265,6.7,,1.7,85.0,0,0,0,0
MDW,2025-01-12 14:00:00,,11.265,7.2,11.3,1.9500000000000002,82.0,0,0,0,0
MDW,2025-01-12 15:00:00,,14.395333333333333,9.433333333333334,14.4,1.3,75.66666666666667,0,0,0,0
MDW,2025-01-12 16:00:00,0.0,16.093,8.8,13.4,-0.6,67.0,0,0,0,0
MDW,2025-01-12 17:00:00,0.0,16.093,9.3,14.9,-1.1,64.0,0,0,0,0
MDW,2025-01-12 18:00:00,0.0,16.093,7.45,12.9,-1.4,63.5,0,0,0,0
MDW,2025-01-12 19:00:00,0.0,16.093,9.3,11.8,-1.7,63.0,0,0,0,0
MDW,2025-01-12 20:00:00,0.0,16.093,6.2,11.3,-2.2,60.0,0,0,0,0
MDW,2025-01-12 21:00:00,,16.062,7.733333333333334,13.9,-2.766666666666667,60.333333333333336,0,1,0,0
MDW,2025-01-12 22:00:00,0.0,16.093,8.2,12.4,-5.0,63.0,0,0,0,0
MDW,2025-01-12 23:00:00,0.0,16.093,7.2,10.8,-6.1,62.0,0,0,0,0
MDW,2025-01-13 00:00:00,0.0,16.093,6.7,10.8,-7.2,65.0,0,0,0,0
